Date : 2023-01-02 00:18:28
Directory : c:\Users\User\Desktop\receive\linkspeak
Total : 457 files,  107651 codes, 1653 comments, 4836 blanks, all 114140 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\megaFlare.dart                                                  | Dart       |        158 |          1 |         13 |        172 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\newCollectionScreen.dart                                        | Dart       |      1,005 |         21 |         34 |      1,060 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\newFlareComments.dart                                           | Dart       |         93 |          0 |          9 |        102 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\newFlareLikes.dart                                              | Dart       |         91 |          0 |          9 |        100 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\profileFlares.dart                                              | Dart       |        345 |          0 |         13 |        358 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\singleFlareScreen.dart                                          | Dart       |        379 |          2 |         13 |        394 |
| c:\Users\User\Desktop\receive\linkspeak\lib\general.dart                                                           | Dart       |        633 |          2 |         42 |        677 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\clubSkeleton.dart                                              | Dart       |        115 |          0 |          4 |        119 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareCollectionSkeleton.dart                                   | Dart       |         37 |          0 |          3 |         40 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareGridSkeleton.dart                                         | Dart       |         16 |          0 |          4 |         20 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareProfileSkeleton.dart                                      | Dart       |        138 |          0 |          5 |        143 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareSkeleton.dart                                             | Dart       |         15 |          0 |          2 |         17 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\flaresLoading.dart                                             | Dart       |         17 |          0 |          4 |         21 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\postSkeleton.dart                                              | Dart       |         75 |          0 |          2 |         77 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\postsLoading.dart                                              | Dart       |         21 |          0 |          4 |         25 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\profileSkeleton.dart                                           | Dart       |         92 |          0 |          4 |         96 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\suggestedSkeleton.dart                                         | Dart       |         44 |          0 |          3 |         47 |
| c:\Users\User\Desktop\receive\linkspeak\lib\loading\suggestedsLoading.dart                                         | Dart       |         10 |          0 |          4 |         14 |
| c:\Users\User\Desktop\receive\linkspeak\lib\main.dart                                                              | Dart       |        116 |          4 |          5 |        125 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\boardPostItem.dart                                              | Dart       |         15 |          0 |          1 |         16 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\chat.dart                                                       | Dart       |         16 |          0 |          5 |         21 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\chromeSafariModel.dart                                          | Dart       |         15 |          0 |          4 |         19 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\clubber.dart                                                    | Dart       |         50 |          0 |          2 |         52 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\comment.dart                                                    | Dart       |         28 |          0 |          3 |         31 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\dataBloc.dart                                                   | Dart       |         84 |          1 |          8 |         93 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\flare.dart                                                      | Dart       |         34 |          0 |          3 |         37 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\flareCollectionModel.dart                                       | Dart       |         28 |          0 |          3 |         31 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\flarer.dart                                                     | Dart       |         37 |          0 |          2 |         39 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\message.dart                                                    | Dart       |         19 |          0 |          4 |         23 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\miniClub.dart                                                   | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\miniProfile.dart                                                | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\miniSavedProfile.dart                                           | Dart       |         15 |          0 |          1 |         16 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\miniSuggestedProfile.dart                                       | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\myCarouselController.dart                                       | Dart       |         90 |         24 |         24 |        138 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\myCollectionModel.dart                                          | Dart       |          5 |          0 |          1 |          6 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\notification.dart                                               | Dart       |          7 |          0 |          1 |          8 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\post.dart                                                       | Dart       |         84 |          0 |          3 |         87 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\posterProfile.dart                                              | Dart       |          6 |          0 |          2 |          8 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\profile.dart                                                    | Dart       |        176 |          0 |          4 |        180 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\profiler.dart                                                   | Dart       |         66 |          0 |          3 |         69 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\reply.dart                                                      | Dart       |         22 |          0 |          2 |         24 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\screenArguments.dart                                            | Dart       |        492 |          0 |         51 |        543 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\tagLinkifier.dart                                               | Dart       |         47 |          1 |         15 |         63 |
| c:\Users\User\Desktop\receive\linkspeak\lib\models\topicSearch.dart                                                | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\User\Desktop\receive\linkspeak\lib\my_flutter_app_icons.dart                                              | Dart       |         29 |         15 |          4 |         48 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\addPostScreenState.dart                                      | Dart       |         67 |          0 |         13 |         80 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\adminFlaresProvider.dart                                     | Dart       |          8 |          0 |          3 |         11 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\adminPostsProvider.dart                                      | Dart       |         18 |          0 |          3 |         21 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\appBarProvider.dart                                          | Dart       |         57 |          0 |         12 |         69 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\clubProvider.dart                                            | Dart       |        212 |          0 |         21 |        233 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\clubTabProvider.dart                                         | Dart       |         70 |          0 |          5 |         75 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\commentProvider.dart                                         | Dart       |         44 |          0 |          6 |         50 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\favScreenScrollProvider.dart                                 | Dart       |          9 |          0 |          2 |         11 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\feedProvider.dart                                            | Dart       |         59 |         11 |          6 |         76 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\flareCollectionHelper.dart                                   | Dart       |         69 |          0 |          4 |         73 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\flareProfileProvider.dart                                    | Dart       |        115 |          0 |          9 |        124 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\flareTabProvider.dart                                        | Dart       |          8 |          0 |          3 |         11 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\fullFlareHelper.dart                                         | Dart       |        179 |          5 |          9 |        193 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\fullPostHelper.dart                                          | Dart       |        273 |          0 |         15 |        288 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\historyScrollProvider.dart                                   | Dart       |          6 |          0 |          2 |          8 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\likeScreenScrollProvider.dart                                | Dart       |          9 |          0 |          2 |         11 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\likedFlareScrollProvider.dart                                | Dart       |          6 |          0 |          2 |          8 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\linkScreenProvider.dart                                      | Dart       |         11 |          0 |          3 |         14 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\linkedToScreenProvider.dart                                  | Dart       |         11 |          0 |          3 |         14 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\logHelper.dart                                               | Dart       |         24 |          0 |          6 |         30 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\myProfileProvider.dart                                       | Dart       |        626 |         22 |         51 |        699 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\otherProfileProvider.dart                                    | Dart       |        379 |          0 |         17 |        396 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\placesScreenProvider.dart                                    | Dart       |         26 |          6 |          5 |         37 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\postCarouselHelper.dart                                      | Dart       |         46 |          0 |         11 |         57 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\postTabProvider.dart                                         | Dart       |         11 |          0 |          3 |         14 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\profileScrollProvider.dart                                   | Dart       |          9 |          0 |          2 |         11 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\regHelper.dart                                               | Dart       |         89 |          0 |         13 |        102 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\themeModel.dart                                              | Dart       |        207 |          0 |         15 |        222 |
| c:\Users\User\Desktop\receive\linkspeak\lib\providers\topicScreenProvider.dart                                     | Dart       |         39 |          0 |          6 |         45 |
| c:\Users\User\Desktop\receive\linkspeak\lib\roadmap.dart                                                           | Dart       |          0 |        137 |          0 |        137 |
| c:\Users\User\Desktop\receive\linkspeak\lib\routes.dart                                                            | Dart       |        986 |          0 |          6 |        992 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\Feed.dart                                                      | Dart       |        631 |          9 |         19 |        659 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\LinkedNotifScreen.dart                                         | Dart       |        171 |          2 |         12 |        185 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\LinksNotifScreen.dart                                          | Dart       |        171 |          2 |         11 |        184 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\MyprofileScreen.dart                                           | Dart       |        186 |          0 |          8 |        194 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\PostCommentsNotifScreen.dart                                   | Dart       |        172 |          2 |         13 |        187 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\aboutScreen.dart                                               | Dart       |         57 |         10 |          4 |         71 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\addPostScreen.dart                                             | Dart       |      3,025 |          0 |         91 |      3,116 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\additionalDetails.dart                                         | Dart       |        437 |          6 |         14 |        457 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\blockedUserScreen.dart                                         | Dart       |        233 |          0 |         11 |        244 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\chatScreen.dart                                                | Dart       |        234 |          0 |          8 |        242 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\clubsTab.dart                                                  | Dart       |        431 |          0 |         14 |        445 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentHistoryScreen.dart                                      | Dart       |         35 |          0 |          4 |         39 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentLikesScreen.dart                                        | Dart       |        329 |          0 |         11 |        340 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentRepliesNotifScreen.dart                                 | Dart       |        189 |          2 |         12 |        203 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentRepliesScreen.dart                                      | Dart       |        809 |          4 |         23 |        836 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\customIconScreen.dart                                          | Dart       |        181 |          0 |         10 |        191 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\customLocationScreen.dart                                      | Dart       |        227 |          1 |         15 |        243 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\editProfile.dart                                               | Dart       |      1,145 |          6 |         34 |      1,185 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\favClubPosts.dart                                              | Dart       |        425 |          0 |         14 |        439 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\favUserPosts.dart                                              | Dart       |        424 |          0 |         13 |        437 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\favoritePostsScreen.dart                                       | Dart       |         96 |          0 |          8 |        104 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\featureDocScreen.dart                                          | Dart       |        278 |         66 |         17 |        361 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\feedScreen.dart                                                | Dart       |        323 |          0 |         16 |        339 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\feedbackScreen.dart                                            | Dart       |        165 |          0 |          8 |        173 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\finishSetup.dart                                               | Dart       |        681 |          0 |         22 |        703 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\flareCommentHistoryScreen.dart                                 | Dart       |         41 |          0 |          5 |         46 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\flareReplyHistoryScreen.dart                                   | Dart       |         41 |          0 |          5 |         46 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\fullMapScreen.dart                                             | Dart       |         89 |          0 |          6 |         95 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\helpScreen.dart                                                | Dart       |        360 |          0 |         11 |        371 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\inAppBrowser.dart                                              | Dart       |        145 |          0 |         11 |        156 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\likedClubPosts.dart                                            | Dart       |        428 |          0 |         15 |        443 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\likedPostScreen.dart                                           | Dart       |         99 |          0 |          8 |        107 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\likedUserPosts.dart                                            | Dart       |        425 |          0 |         13 |        438 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\linkModeScreen.dart                                            | Dart       |        470 |          3 |         14 |        487 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\linkRequestsScreen.dart                                        | Dart       |        193 |          2 |          9 |        204 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\linkedToScreen.dart                                            | Dart       |         62 |          0 |          5 |         67 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\linksScreen.dart                                               | Dart       |         64 |          0 |          5 |         69 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\loginScreen.dart                                               | Dart       |        610 |        285 |         24 |        919 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\mediaScreen.dart                                               | Dart       |        142 |          0 |          6 |        148 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\mentionsScreen.dart                                            | Dart       |        220 |          2 |         11 |        233 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\messagesTab.dart                                               | Dart       |        776 |          5 |         19 |        800 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\myJoinedClubScreen.dart                                        | Dart       |        423 |          0 |         14 |        437 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\noteScreen.dart                                                | Dart       |        186 |          0 |          9 |        195 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\notificationScreen.dart                                        | Dart       |        677 |          0 |         11 |        688 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\notificationSettingsScreen.dart                                | Dart       |        358 |          0 |         17 |        375 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\otherJoinedClubScreen.dart                                     | Dart       |        412 |          0 |         15 |        427 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\otherProfileScreen.dart                                        | Dart       |        542 |          1 |         17 |        560 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\pickAddressScreen.dart                                         | Dart       |        254 |          0 |         10 |        264 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\pickUsernameScreen.dart                                        | Dart       |        322 |          0 |         11 |        333 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\placePostsScreen.dart                                          | Dart       |        177 |          0 |          9 |        186 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\postCommentHistoryScreen.dart                                  | Dart       |         75 |          0 |          8 |         83 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\postCommentReplyHistoryScreen.dart                             | Dart       |         76 |          0 |          8 |         84 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\postLikesNotifScreen.dart                                      | Dart       |        175 |          2 |         11 |        188 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\postScreen.dart                                                | Dart       |        786 |          1 |         20 |        807 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\privacyPolicyScreen.dart                                       | Dart       |         21 |          0 |          4 |         25 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\replyHistoryScreen.dart                                        | Dart       |         35 |          0 |          4 |         39 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\replyLikesScreen.dart                                          | Dart       |        330 |          0 |         11 |        341 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\scanner.dart                                                   | Dart       |        122 |          7 |          8 |        137 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\searchScreen.dart                                              | Dart       |        671 |         29 |         18 |        718 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\settingsScreen.dart                                            | Dart       |        316 |          4 |         11 |        331 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\splashScreen.dart                                              | Dart       |        685 |          1 |         21 |        707 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\termScreen.dart                                                | Dart       |         21 |          0 |          3 |         24 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\themeScreen.dart                                               | Dart       |        550 |         17 |         14 |        581 |
| c:\Users\User\Desktop\receive\linkspeak\lib\screens\topicPostsScreen.dart                                          | Dart       |         53 |          0 |          5 |         58 |
| c:\Users\User\Desktop\receive\linkspeak\lib\theme_preference.dart                                                  | Dart       |        109 |          1 |         14 |        124 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\linkedUsers.dart                                        | Dart       |         81 |          0 |          8 |         89 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\linkrequest.dart                                        | Dart       |        263 |          0 |          9 |        272 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\newComments.dart                                        | Dart       |         93 |          0 |          9 |        102 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\newLikes.dart                                           | Dart       |         91 |          0 |          9 |        100 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\newLinkedWith.dart                                      | Dart       |         85 |          0 |          8 |         93 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\newMentions.dart                                        | Dart       |        219 |          0 |         10 |        229 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\newReplies.dart                                         | Dart       |        126 |          0 |          8 |        134 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\alerts\notificationTile.dart                                   | Dart       |         74 |         37 |          4 |        115 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\languagePicker.dart                                       | Dart       |         95 |          0 |          7 |        102 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\linkModeDialog.dart                                       | Dart       |        116 |          0 |          9 |        125 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\loginAuth.dart                                            | Dart       |        480 |          1 |         12 |        493 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\loginThemeChanger.dart                                    | Dart       |         71 |          0 |          8 |         79 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\mosaic.dart                                               | Dart       |        108 |          0 |          4 |        112 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\registrationAuth.dart                                     | Dart       |        723 |         52 |         22 |        797 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\registrationDialog.dart                                   | Dart       |         91 |          0 |          2 |         93 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\auth\reportDialog.dart                                         | Dart       |        330 |          3 |         16 |        349 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\chatAudioPlayer.dart                                      | Dart       |        129 |          0 |          8 |        137 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\chatAudioStopWatch.dart                                   | Dart       |         53 |          0 |         11 |         64 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\chatFlareWidget.dart                                      | Dart       |        419 |          4 |          9 |        432 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\chatLocationWidget.dart                                   | Dart       |        178 |          0 |          9 |        187 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\chatMediaWidget.dart                                      | Dart       |        151 |          0 |          7 |        158 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\chatMenu.dart                                             | Dart       |        272 |          6 |          5 |        283 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\chatMessages.dart                                         | Dart       |      1,051 |          0 |         23 |      1,074 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\miniCarousel.dart                                         | Dart       |         96 |          0 |          5 |        101 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\miniClubPost.dart                                         | Dart       |        558 |          1 |         10 |        569 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\miniDescription.dart                                      | Dart       |         69 |          0 |          3 |         72 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\miniLockedPost.dart                                       | Dart       |         40 |          0 |          4 |         44 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\miniPost.dart                                             | Dart       |        541 |          1 |         10 |        552 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\miniTitle.dart                                            | Dart       |         72 |          0 |          5 |         77 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\pageManager.dart                                          | Dart       |         83 |          0 |          8 |         91 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\chat\sendButton.dart                                           | Dart       |      1,281 |         50 |         48 |      1,379 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\adaptiveText.dart                                       | Dart       |         24 |          0 |          2 |         26 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\additionalAddressButton.dart                            | Dart       |        279 |         22 |         13 |        314 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\chatProfileImage.dart                                   | Dart       |        133 |          0 |          9 |        142 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\clubObject.dart                                         | Dart       |         74 |          0 |          6 |         80 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\fullMapText.dart                                        | Dart       |         76 |          0 |          7 |         83 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\linkObject.dart                                         | Dart       |         82 |          0 |          7 |         89 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\load.dart                                               | Dart       |         42 |          0 |          3 |         45 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\myFab.dart                                              | Dart       |         90 |          0 |         10 |        100 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\myLinkify.dart                                          | Dart       |         88 |          2 |          6 |         96 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\nestedScroller.dart                                     | Dart       |         25 |         21 |          2 |         48 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\noglow.dart                                             | Dart       |         13 |          0 |          3 |         16 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\peopleClubsBar.dart                                     | Dart       |         44 |          0 |          3 |         47 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\popUpMenuButton.dart                                    | Dart       |      1,109 |         11 |         25 |      1,145 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\settingsBar.dart                                        | Dart       |         58 |          0 |          4 |         62 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\sortationWidget.dart                                    | Dart       |        104 |          0 |         10 |        114 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\common\title.dart                                              | Dart       |         40 |          0 |          3 |         43 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\addComment.dart                                       | Dart       |        872 |         39 |         24 |        935 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\addReply.dart                                         | Dart       |        962 |         38 |         24 |      1,024 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\comment.dart                                          | Dart       |        619 |          0 |         11 |        630 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\commentPreview.dart                                   | Dart       |        169 |          2 |          9 |        180 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\commentsView.dart                                     | Dart       |        799 |         21 |         18 |        838 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\fullPost.dart                                         | Dart       |        789 |         29 |         31 |        849 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\fullPostCarousel.dart                                 | Dart       |        115 |          0 |          5 |        120 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\likesView.dart                                        | Dart       |        430 |          0 |         13 |        443 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\replyTile.dart                                        | Dart       |        572 |         12 |         12 |        596 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\sensitiveComment.dart                                 | Dart       |         46 |          0 |          4 |         50 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\shareView.dart                                        | Dart       |        287 |          0 |         11 |        298 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\fullPost\topicsView..dart                                      | Dart       |         57 |          0 |          4 |         61 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\appBar.dart                                               | Dart       |         44 |          0 |          3 |         47 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\appBarIcon.dart                                           | Dart       |         27 |          0 |          2 |         29 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\bottomNavBar.dart                                         | Dart       |        130 |          0 |          8 |        138 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\fasterButton.dart                                         | Dart       |         19 |          0 |          3 |         22 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\notificationButton.dart                                   | Dart       |         60 |          0 |          3 |         63 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\pauseButton.dart                                          | Dart       |         64 |          0 |          4 |         68 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\playButton.dart                                           | Dart       |         35 |          0 |          4 |         39 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\profileButton.dart                                        | Dart       |         37 |          0 |          3 |         40 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\reverseButton.dart                                        | Dart       |        122 |          0 |          7 |        129 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\scrollBar.dart                                            | Dart       |         58 |          0 |          3 |         61 |
| c:\Users\User\Desktop\receive\linkspeak\lib\widgets\home\searchButton.dart                                         | Dart       |         17 |          0 |          3 |         20 |
